PolicyNumber,CustomerId,DateOfLoss,ClaimReceivedDate,ClaimCause,TotalPaidToDate,Deductible,County,State,EquipmentYear,PolicyEffectiveDate
P-1342-2019,1505,2019-08-01,2019-08-12,Lightning-Irr,3676.22,1000,Hamilton,NE,0,2019-05-01
P-4734-2019,1416,2019-08-01,2019-08-01,Collision-Irr,2207.6,1000,York,NE,2004,2019-03-22
P-2542-2019,209,2019-08-01,2019-08-26,Collapse-Irr,6115.06,1000,Crosby,TX,2018,2018-12-15
P-5104-2019,3869,2019-08-01,2019-08-27,Collision-Irr,5726.61,1000,Tazewell,IL,1995,2019-06-20
P-495-2019,266,2019-07-31,2019-08-01,Collision-Irr,7164.56,1000,Clay,NE,1980,2019-04-22
P-5305-2019,4551,2019-07-31,2019-08-02,Collision-Irr,3105.75,1000,Adams,NE,1978,2019-06-10
P-3368-2019,5107,2019-07-30,2019-07-30,M&E-Irr,36295.52,1000,Merrick,NE,0,2019-03-15
P-3869-2019,2134,2019-07-30,2019-07-31,M&E-Irr,5933,1000,Lipscomb,TX,1972,2019-01-31
P-1732-2019,2420,2019-07-30,2019-08-06,Flood-Irr,6559,1000,Webster,NE,1983,2018-08-09
P-405-2019,5065,2019-07-30,2019-08-07,M&E-Irr,5332.48,1000,Graham,KS,1976,2019-05-22
P-5475-2019,4321,2019-07-29,2019-07-29,Wind-Irr,26264.9,1000,Texas,OK,1997,2019-02-28
P-217-2019,2096,2019-07-29,2019-07-29,Lightning-Irr,525.97,2500,Republic,KS,2010,2018-08-09
P-1450-2019,1795,2019-07-29,2019-07-30,Lightning-Irr,5830.76,1000,Yuma,CO,1979,2019-03-30
P-4870-2019,1835,2019-07-29,2019-07-30,Collapse-Irr,11760.59,1000,Webster,NE,1978,2019-01-24
P-3251-2019,2158,2019-07-29,2019-08-16,Lightning-Irr,1795,1000,Hamilton,NE,1977,2019-03-01
P-5312-2019,815,2019-07-28,2019-08-02,Collision-Irr,8515.18,1000,Kearney,NE,1983,2019-03-28
P-2741-2019,79,2019-07-28,2019-08-05,M&E-Irr,11824,1000,Phelps,NE,1996,2019-02-27
P-1916-2019,5067,2019-07-27,2019-07-29,M&E-Irr,7497.75,1000,Franklin,KS,2007,2019-05-28
P-1110-2019,1076,2019-07-27,2019-07-29,Collapse-Irr,5049.68,1000,Antelope,NE,1973,2019-04-11
P-3997-2019,752,2019-07-27,2019-08-05,M&E-Irr,5371.87,1000,Graham,KS,1979,2019-02-08
P-3931-2019,3892,2019-07-27,2019-11-19,M&E-Irr,3110.26,1000,Yuma,CO,1997,2018-12-01
P-2628-2019,3018,2019-07-26,2019-07-29,M&E-Irr,7706.41,1000,Frontier,NE,1972,2018-08-28
P-4934-2019,1082,2019-07-26,2019-07-30,M&E-Irr,8359.29,1000,Douglas,NE,0,2019-01-24
P-3423-2019,5369,2019-07-26,2019-07-30,Lightning-Irr,15989.3,1000,Yuma,CO,2010,2019-06-07
P-4691-2019,4416,2019-07-26,2019-07-31,Wind-Irr,4513.58,1000,Logan,NE,1978,2018-09-01
P-1802-2019,2832,2019-07-26,2019-08-02,Collision-Irr,6355,1000,York,NE,1986,2018-10-21
P-3085-2019,859,2019-07-26,2019-08-23,M&E-Irr,5000,1000,Thayer,NE,1974,2019-04-12
P-4822-2019,1012,2019-07-26,2019-09-25,Collision-Irr,2098.74,1000,Stanton,NE,1990,2019-07-26
P-2628-2019,3018,2019-07-26,2020-07-02,M&E-Irr,48121.62,1000,Frontier,NE,1980,2019-08-28
P-332-2019,4329,2019-07-24,2019-07-25,M&E-Irr,7296.65,1000,Hockley,TX,0,2019-07-13
P-4854-2019,11,2019-07-24,2019-07-26,M&E-Irr,3788.23,1000,Phillips,CO,2011,2019-01-23
P-1078-2019,763,2019-07-24,2019-08-06,Collapse-Irr,15256.58,1000,Clay,KS,1999,2019-03-15
P-5078-2019,833,2019-07-24,2019-08-09,Lightning-Irr,3137,1000,Adams,NE,2005,2018-09-05
P-4377-2019,3640,2019-07-24,2019-08-14,Lightning-Irr,8870.78,1000,Yuma,CO,2012,2019-05-25
P-86-2019,4314,2019-07-23,2019-08-01,Wind-Irr,41718.78,2500,Knox,TX,1999,2019-05-23
P-273-2019,5374,2019-07-23,2019-09-10,Collision-Irr,7516.59,1000,Custer,NE,2008,2019-03-27
P-1724-2019,1756,2019-07-22,2019-08-07,Lightning-Irr,1077.01,1000,Deuel,NE,2009,2019-06-21
P-1069-2019,759,2019-07-22,2019-08-21,Lightning-Irr,2243.92,1000,Dawson,NE,2010,2019-01-08
P-3349-2019,5363,2019-07-22,2020-08-05,M&E-Irr,3947.57,2500,Bailey,TX,0,2020-01-25
P-1282-2019,4803,2019-07-21,2019-07-22,M&E-Irr,9170.5,1000,Custer,SD,2013,2018-08-02
P-3724-2019,656,2019-07-21,2019-07-22,Claim Withdrawn,0,1000,null,null,null,2018-08-23
P-4003-2019,1681,2019-07-21,2019-07-22,Lightning-Irr,4797.86,1000,Hamilton,NE,1988,2019-07-09
P-4366-2019,1154,2019-07-21,2019-08-15,Collision-Irr,1257.16,1000,Nuckolls,NE,1993,2018-10-04
P-5170-2019,4194,2019-07-21,2019-09-11,Lightning-Irr,4788.5,1000,Hamilton,NE,2008,2019-01-01
P-3438-2019,672,2019-07-20,2019-07-22,Collision-Irr,7775.19,1000,Custer,NE,2005,2019-03-17
P-1628-2019,571,2019-07-20,2019-07-25,Collision-Irr,11272.54,1000,Nuckolls,NE,2012,2019-06-20
P-3812-2019,435,2019-07-20,2019-07-22,Wind-Irr,4516.76,1000,Cochran,TX,1996,2019-03-11
P-724-2019,3136,2019-07-19,2019-07-25,Collision-Irr,11521.65,1000,Clay,NE,2008,2019-03-16
P-1106-2019,1448,2019-07-18,2019-07-18,M&E-Irr,19708.82,1000,York,NE,2009,2019-03-10
P-4384-2019,898,2019-07-18,2019-07-19,Overturn-Irr,21012.75,1000,Dodge,NE,2017,2019-02-12
P-3007-2019,3672,2019-07-17,2019-07-18,Collapse-Irr,10908.67,1000,Kearney,NE,1994,2019-03-27
P-3347-2019,2724,2019-07-16,2019-07-16,M&E-Irr,4603.54,1000,Madison,NE,0,2019-02-05
P-3205-2019,3685,2019-07-16,2019-07-18,Lightning-Irr,5540,1000,Hamilton,NE,2013,2019-07-02
P-871-2019,4488,2019-07-16,2019-07-22,Lightning-Irr,15447.92,1000,Lamb,TX,2013,2019-04-11
P-1881-2019,3367,2019-07-16,2019-09-13,Lightning-Irr,2151.62,1000,Nuckolls,NE,2010,2019-05-01
P-4362-2019,4945,2019-07-15,2019-07-15,Lightning-Irr,1598.38,1000,Gosper,NE,2011,2018-08-02
P-5102-2019,3512,2019-07-15,2019-07-17,Wind-Irr,31637.71,1000,Hale,TX,1990,2019-04-30
P-4723-2019,1311,2019-07-15,2019-07-19,Collision-Irr,1801.84,1000,Burt,NE,2006,2019-07-15
P-2168-2019,5259,2019-07-15,2019-08-09,Collapse-Irr,3648.9,1000,Gage,NE,2006,2019-07-21
P-5347-2019,5257,2019-07-15,2019-09-10,Lightning-Irr,1417.31,1000,Republic,KS,2002,2019-04-06
P-2392-2019,3278,2019-07-15,2019-11-15,Lightning-Irr,3471.11,1000,York,NE,0,2019-07-15
P-735-2019,3064,2019-07-14,2019-07-15,Collision-Irr,15994.33,1000,York,NE,2014,2019-03-02
P-3852-2019,1280,2019-07-14,2019-07-25,Lightning-Irr,3695.22,1000,Reno,KS,2013,2018-12-30
P-1350-2019,74,2019-07-12,2019-07-12,Wind-Irr,96466.45,1000,Dawson,TX,1998,2019-02-23
P-3404-2019,3934,2019-07-12,2019-07-15,Flood-Irr,26378.03,1000,Jewell,KS,0,2019-06-07
P-587-2019,3454,2019-07-11,2019-07-11,M&E-Irr,3539.64,1000,Fillmore,NE,2011,2018-12-31
P-3594-2019,184,2019-07-11,2019-07-12,Collapse-Irr,8043.76,1000,Gage,NE,1998,2019-02-05
P-4944-2019,2673,2019-07-10,2019-07-10,Wind-Irr,13485.38,1000,Kearney,NE,1988,2018-07-18
P-1078-2019,763,2019-07-10,2019-07-16,Collision-Irr,5275,1000,Clay,KS,2018,2019-03-15
P-420-2019,4205,2019-07-09,2019-07-10,Collapse-Irr,30763.65,5000,Saunders,NE,2004,2019-07-01
P-224-2019,3894,2019-07-09,2019-07-17,Claim Withdrawn,0,1000,null,null,null,2019-03-29
P-5268-2019,1013,2019-07-09,2019-07-22,Lightning-Irr,1100,1000,Harlan,NE,2004,2019-02-08
P-2872-2019,5178,2019-07-09,2019-09-04,Lightning-Irr,3390.3,1000,Sheridan,KS,1990,2019-03-07
P-2414-2019,3961,2019-07-09,2019-09-25,Lightning-Irr,6511.43,1000,Graham,KS,1981,2019-06-14
P-763-2019,1224,2019-07-08,2019-07-15,Lightning-Irr,2716.62,1000,Greeley,NE,2002,2019-07-08
P-3398-2019,682,2019-07-08,2019-08-06,Lightning-Irr,1995.64,1000,Howard,NE,2012,2019-07-08
P-2127-2019,3874,2019-07-08,2019-07-10,Wind-Irr,54561,1000,Phelps,NE,2011,2019-02-23
P-3936-2019,1515,2019-07-08,2019-07-16,Flood-Irr,17949.73,1000,Harlan,NE,1999,2019-05-11
P-3281-2019,537,2019-07-08,2019-07-17,Lightning-Irr,2718.35,1000,Custer,NE,2015,2019-05-23
P-1835-2019,1531,2019-07-08,2019-07-26,Claim Denied,0,1000,Custer,NE,2013,2019-03-20
P-4417-2019,4941,2019-07-08,2019-08-05,Claim Denied,0,1000,Dawson,NE,2007,2018-10-07
P-1757-2019,2644,2019-07-07,2019-07-22,Lightning-Irr,12872.95,1000,Jones,TX,2002,2019-03-18
P-3203-2019,1811,2019-07-06,2019-07-09,Lightning-Irr,4858,1000,Sheridan,KS,1982,2018-09-22
P-88-2019,5024,2019-07-06,2019-07-09,Lightning-Irr,6482.7,2500,Greer,OK,2004,2019-02-22
P-1151-2019,2585,2019-07-06,2019-07-10,Wind-Irr,6512.47,1000,Reno,KS,2014,2019-05-04
P-1191-2019,3998,2019-07-05,2019-07-08,Lightning-Irr,7104.43,2500,Hodgeman,KS,1998,2018-08-24
P-2596-2019,1116,2019-07-05,2019-07-11,Lightning-Irr,0,1000,Polk,NE,2013,2019-02-26
P-2741-2019,79,2019-07-04,2019-08-15,Lightning-Irr,1580.5,1000,Phelps,NE,1996,2019-02-27
P-5628-2019,4001,2019-07-03,2019-07-06,Wind-Irr,10519.92,1000,Cherry,NE,1978,2019-06-01
P-2058-2019,5322,2019-07-03,2019-07-08,Wind-Irr,38337.08,1000,Phillips,CO,0,2019-06-27
P-1220-2019,4245,2019-07-03,2019-07-08,Collapse-Irr,19582,1000,Lamb,TX,1976,2019-04-15
P-3635-2019,3439,2019-07-03,2019-07-09,Collision-Irr,24334.81,1000,Phelps,NE,1978,2019-04-14
P-4420-2019,204,2019-07-03,2019-07-09,M&E-Irr,12157,1000,Stanton,KS,2001,2019-06-11
P-2420-2019,3267,2019-07-03,2019-07-11,M&E-Irr,30425.6,2500,Thomas,KS,2000,2019-03-02
P-2564-2019,4040,2019-07-03,2019-07-15,Collision-Irr,17233.05,1000,null,null,null,2018-09-03
P-2340-2019,2024,2019-07-02,2019-10-03,Lightning-Irr,3313.98,1000,null,null,null,2019-09-12
P-5503-2019,2070,2019-07-01,2019-07-02,Theft-Irr,5809.04,1000,Polk,NE,2000,2018-09-28
P-2395-2019,3104,2019-07-01,2019-07-03,M&E-Irr,4794.81,1000,Gaines,TX,2017,2019-06-25
P-3763-2019,440,2019-07-01,2019-07-09,Lightning-Irr,3611.53,1000,Yuma,CO,1998,2018-09-17
P-1943-2019,3946,2019-07-01,2019-07-12,Lightning-Irr,4620.71,1000,Greeley,NE,2010,2019-01-14
P-2606-2019,1267,2019-07-01,2019-08-13,M&E-Irr,1371,1000,Howard,IA,1988,2018-08-15
P-4875-2019,4254,2019-07-01,2019-09-20,Lightning-Irr,2598.67,2500,Dakota,MN,0,2019-05-02
P-4735-2019,3760,2019-06-30,2019-07-02,M&E-Irr,3734.86,1000,Antelope,NE,0,2018-10-24
P-5200-2019,2382,2019-06-29,2019-07-02,M&E-Irr,10626.86,1000,Hansford,TX,2000,2019-05-14
P-2270-2019,2237,2019-06-28,2019-07-01,Collapse-Irr,57663.97,1000,Adams,NE,2013,2018-07-07
P-2121-2019,4976,2019-06-28,2019-07-01,Collapse-Irr,14739.88,1000,Donley,TX,1991,2019-02-10
P-3018-2019,1907,2019-06-28,2019-08-02,Lightning-Irr,2026.42,1000,Hamilton,NE,2014,2019-01-01
P-4362-2019,4945,2019-06-28,2019-09-04,Lightning-Irr,7685.72,1000,Gosper,NE,2013,2019-08-02
P-1730-2019,3098,2019-06-27,2019-07-15,Collision-Irr,11032.21,1000,Barton,KS,0,2018-11-18
P-3441-2019,2754,2019-06-26,2019-06-28,M&E-Irr,35559.55,2500,Gaines,TX,1992,2019-03-22
P-5184-2019,4771,2019-06-25,2019-07-15,Lightning-Irr,1018.83,10000,Holt,NE,2019,2019-05-12
P-4870-2019,1835,2019-06-25,2019-07-26,Lightning-Irr,0,1000,Webster,NE,1996,2019-01-24
P-4731-2019,1552,2019-06-25,2019-07-29,Lightning-Irr,1704.78,1000,Adams,NE,0,2019-06-02
P-1450-2019,1795,2019-06-24,2019-06-25,Claim Denied,0,1000,Yuma,CO,1979,2019-03-30
P-1698-2019,1235,2019-06-23,2019-06-25,Wind-Irr,40138.54,1000,Gray,KS,2000,2019-01-29
P-1079-2019,2429,2019-06-23,2019-06-28,Lightning-Irr,1332.54,1000,Gray,KS,null,2018-07-27
P-2651-2019,4873,2019-06-21,2019-06-21,Wind-Irr,40951.52,1000,Kearney,NE,2005,2019-03-09
P-1588-2019,4400,2019-06-21,2019-06-21,Wind-Irr,40576.5,1000,Adams,NE,2003,2018-11-21
P-1713-2019,999,2019-06-21,2019-06-21,Wind-Irr,73497.59,1000,Franklin,NE,0,2019-05-15
P-1427-2019,1617,2019-06-21,2019-06-21,Wind-Irr,69430.93,1000,Franklin,NE,2014,2019-05-27
P-5149-2019,606,2019-06-21,2019-06-21,Wind-Irr,41410.13,1000,Adams,NE,1997,2018-11-04
P-4681-2019,1358,2019-06-21,2019-06-21,Wind-Irr,7598.03,1000,Phelps,NE,2004,2019-02-22
P-740-2019,2890,2019-06-21,2019-06-21,Wind-Irr,7575.77,1000,Adams,NE,2013,2019-02-26
P-2860-2019,1832,2019-06-21,2019-06-21,Wind-Irr,45202.4,1000,Adams,NE,2011,2019-03-06
P-4706-2019,1717,2019-06-21,2019-06-21,Wind-Irr,5966.25,1000,Hamilton,NE,2014,2018-10-17
P-2829-2019,2767,2019-06-21,2019-06-21,Wind-Irr,37523,1000,Adams,NE,1993,2019-01-25
P-4751-2019,4441,2019-06-21,2019-06-21,Wind-Irr,48933.4,1000,Adams,NE,1991,2019-04-03
P-1263-2019,2570,2019-06-21,2019-06-21,Wind-Irr,44805.72,1000,Adams,NE,2017,2019-06-21
P-1720-2019,994,2019-06-21,2019-06-21,Wind-Irr,30296.99,1000,Kearney,NE,2013,2019-04-26
P-1592-2019,1533,2019-06-21,2019-06-21,Wind-Irr,41058.98,1000,Adams,NE,1999,2019-03-01
P-4052-2019,1640,2019-06-21,2019-06-21,Wind-Irr,45380.42,1000,Adams,NE,2014,2019-03-16
P-2700-2019,2011,2019-06-21,2019-06-21,Wind-Irr,2540.5,1000,Adams,NE,1996,2019-05-18
P-2088-2019,3097,2019-06-21,2019-06-21,Wind-Irr,70284.56,1000,Phelps,NE,2007,2018-11-20
P-767-2019,3470,2019-06-21,2019-06-21,Wind-Irr,20766.85,1000,York,NE,2014,2019-01-25
P-2298-2019,3967,2019-06-21,2019-06-21,Wind-Irr,27821.85,1000,York,NE,0,2019-01-25
P-3139-2019,2556,2019-06-21,2019-06-24,Wind-Irr,8394.58,1000,Adams,NE,2017,2019-04-16
P-1456-2019,681,2019-06-21,2019-06-24,Wind-Irr,35340.29,1000,Adams,NE,1992,2019-04-02
P-5332-2019,506,2019-06-20,2019-06-21,Wind-Irr,71282.03,1000,Harlan,NE,2004,2018-07-17
P-3822-2019,3926,2019-06-20,2019-06-21,Wind-Irr,66412,1000,Sheridan,NE,1980,2018-07-22
P-2435-2019,330,2019-06-20,2019-06-21,Wind-Irr,42775,1000,Furnas,NE,1986,2019-03-01
P-4651-2019,492,2019-06-20,2019-06-21,Wind-Irr,64442.83,1000,Furnas,NE,2012,2019-04-20
P-3007-2019,3672,2019-06-20,2019-06-21,Claim Withdrawn,0,1000,Kearney,NE,1985,2019-03-27
P-1318-2019,4074,2019-06-20,2019-06-24,Wind-Irr,17728,1000,Harlan,NE,2004,2018-12-06
P-625-2019,718,2019-06-20,2019-06-24,Wind-Irr,38767,1000,Phelps,NE,2012,2019-02-23
P-1605-2019,268,2019-06-20,2019-06-24,Lightning-Irr,3851.59,1000,Kearney,NE,1984,2019-04-12
P-719-2019,161,2019-06-19,2019-06-27,Lightning-Irr,4561.14,1000,Clark,KS,2007,2019-06-10
P-2395-2019,3104,2019-06-18,2019-06-25,Wind-Irr,73437.73,1000,Gaines,TX,1996,2018-06-25
P-5046-2019,4136,2019-06-18,2019-07-01,Wind-Irr,2236.72,1000,Roberts,TX,2002,2019-06-29
P-1048-2019,1944,2019-06-18,2019-07-09,M&E-Irr,9186.77,1000,Pratt,KS,2011,2018-08-09
P-4806-2019,2885,2019-06-17,2019-06-19,Wind-Irr,48664.5,1000,Terry,TX,2000,2019-06-17
P-1810-2019,2303,2019-06-17,2019-08-30,Collision-Irr,10388.04,1000,Miller,GA,2019,2019-04-12
P-3575-2019,3087,2019-06-16,2019-06-17,Claim Withdrawn,0,1000,Lamb,TX,2003,2019-02-16
P-4058-2019,2739,2019-06-16,2019-06-17,Collapse-Irr,17639.57,1000,Lamb,TX,2003,2019-02-16
P-5205-2019,3034,2019-06-15,2019-06-17,M&E-Irr,27480.6,2500,Madison,NE,1980,2019-01-24
P-4516-2019,5197,2019-06-15,2019-06-17,Wind-Irr,8808.42,1000,Custer,OK,2012,2019-05-08
P-4137-2019,634,2019-06-15,2019-06-24,Claim Withdrawn,0,1000,Floyd,TX,2001,2019-01-13
P-2293-2019,3035,2019-06-15,2019-07-11,Lightning-Irr,3893.5,1000,Johnson,NE,2011,2019-04-10
P-1865-2019,3176,2019-06-15,2019-10-16,Lightning-Irr,1800.51,1000,Republic,KS,2011,2018-10-25
P-8-2019,3625,2019-06-13,2019-06-13,Collapse-Irr,8425,1000,Adams,NE,2008,2019-05-25
P-1500-2019,2434,2019-06-13,2019-06-21,Flood-Irr,8668.67,2500,Adams,NE,2006,2018-08-01
P-1338-2019,243,2019-06-12,2019-06-20,M&E-Irr,26168.92,1000,Castro,TX,0,2018-08-02
P-5003-2019,1542,2019-06-12,2019-06-20,Collision-Irr,13306.33,2500,Pemiscot,MO,0,2019-02-27
P-5508-2019,1793,2019-06-10,2019-06-10,M&E-Irr,3835.96,1000,Kearney,NE,2001,2019-03-14
P-2041-2019,1799,2019-06-10,2019-06-17,Lightning-Irr,5913.38,1000,York,NE,1996,2019-03-10
P-1861-2019,2844,2019-06-09,2019-06-13,Wind-Irr,48208.56,1000,Lea,NM,1994,2018-09-19
P-1876-2019,3650,2019-06-09,2019-06-19,Wind-Irr,4155.51,1000,Terry,TX,1994,2019-03-02
P-4321-2019,125,2019-06-09,2019-11-08,Lightning-Irr,1351.33,1000,Dawson,NE,1997,2019-04-11
P-860-2019,351,2019-06-08,2019-06-10,Wind-Irr,35774,1000,Phelps,NE,2007,2019-01-19
P-2741-2019,79,2019-06-08,2019-06-10,Wind-Irr,28348,1000,Phelps,NE,1996,2019-02-27
P-2284-2019,5128,2019-06-08,2019-06-10,Wind-Irr,21225.04,1000,Phelps,NE,1976,2019-03-12
P-5003-2019,1542,2019-06-08,2019-06-11,Lightning-Irr,2951.02,1000,Pemiscot,MO,0,2019-02-27
P-5374-2019,3696,2019-06-07,2019-06-17,Wind-Irr,24048.25,1000,Phelps,NE,2011,2018-12-15
P-3443-2019,449,2019-06-06,2019-06-06,Claim Withdrawn,0,1000,Sioux,NE,1990,2018-06-25
P-1451-2019,1426,2019-06-05,2019-06-05,Wind-Irr,19870.57,1000,Terry,TX,2015,2019-04-01
P-4245-2019,2513,2019-06-05,2019-06-06,Wind-Irr,72550,1000,Hale,TX,2000,2018-11-09
P-4604-2019,4916,2019-06-05,2019-06-10,Lightning-Irr,14692.22,1000,York,NE,2012,2018-12-06
P-405-2019,5065,2019-06-04,2019-06-05,Collision-Irr,4424.54,1000,Graham,KS,2007,2019-05-22
P-3109-2019,4970,2019-06-03,2019-06-12,Lightning-Irr,7597.5,1000,Castro,TX,1979,2019-05-01
P-1867-2019,5157,2019-06-03,2019-06-17,M&E-Irr,5069.45,1000,Erath,TX,2001,2018-07-01
P-1732-2019,2420,2019-06-03,2019-07-15,Lightning-Irr,223.48,1000,Franklin,NE,0,2018-08-09
P-3030-2019,4770,2019-06-02,2019-06-03,Wind-Irr,97500,1000,Haskell,TX,1999,2019-04-15
P-2642-2019,4115,2019-06-02,2019-06-03,Wind-Irr,64171.61,1000,Sedgwick,CO,2007,2018-11-14
P-3863-2019,5205,2019-06-02,2019-06-25,M&E-Irr,1545.5,1000,Adams,NE,2011,2019-06-05
P-893-2019,3920,2019-06-01,2019-06-03,Wind-Irr,74300,1000,Randall,TX,1994,2018-10-24
P-495-2019,266,2019-06-01,2019-06-13,Lightning-Irr,8100.83,1000,Hamilton,NE,1981,2019-04-22
P-4414-2019,874,2019-06-01,2019-06-14,Lightning-Irr,1300,1000,Morgan,CO,2014,2018-09-16
P-3788-2019,2457,2019-06-01,2019-07-22,Lightning-Irr,303.68,2500,Dundy,NE,1980,2019-04-22
P-4969-2019,4124,2019-05-31,2019-06-04,Flood-Irr,4935.4,1000,Hale,TX,1995,2019-05-14
P-1165-2019,548,2019-05-31,2020-02-12,Flood-Irr,3793.65,1000,Reno,KS,2016,2019-03-31
P-5381-2019,1794,2019-05-29,2019-11-19,Lightning-Irr,2482.9,1000,Swisher,TX,2005,2019-06-07
P-1796-2019,821,2019-05-28,2019-05-29,Wind-Irr,6226.55,1000,Lamb,TX,1995,2019-02-01
P-739-2019,2781,2019-05-27,2019-05-28,Wind-Irr,13692.43,1000,Lamb,TX,1984,2019-04-10
P-3404-2019,3934,2019-05-27,2019-05-28,Wind-Irr,80845.07,1000,Jewell,KS,2015,2018-06-07
P-2327-2019,3467,2019-05-27,2019-05-28,Wind-Irr,12506.2,1000,Perkins,NE,1982,2019-05-01
P-5035-2019,3252,2019-05-27,2019-05-29,Wind-Irr,4262.48,1000,Keith,NE,2012,2019-03-08
P-1281-2019,1504,2019-05-27,2019-05-30,Wind-Irr,42800,1000,Thayer,NE,2000,2018-10-15
P-3076-2019,2225,2019-05-27,2019-05-30,Wind-Irr,40853.42,1000,Saline,NE,2009,2018-10-01
P-4966-2019,5088,2019-05-27,2019-05-31,Claim Withdrawn,0,2500,Keith,NE,2018,2019-04-15
P-579-2019,3988,2019-05-27,2019-05-31,Claim Withdrawn,0,2500,Keith,NE,2001,2019-04-15
P-1711-2019,2871,2019-05-27,2019-06-10,Hail-Irr,64084.6,2500,Keith,NE,1997,2019-04-25
P-5331-2019,4521,2019-05-27,2019-06-18,Lightning-Irr,3465.53,1000,Perkins,NE,1976,2018-09-01
P-4236-2019,2224,2019-05-27,2019-06-28,Hail-Irr,2591.5,1000,Logan,CO,1999,2019-04-12
P-4268-2019,470,2019-05-27,2019-07-01,Hail-Irr,1868.67,1000,Keith,NE,2004,2019-05-13
P-880-2019,4553,2019-05-27,2019-07-30,Lightning-Irr,2012.69,1000,Buffalo,NE,1998,2018-10-05
P-919-2019,1422,2019-05-27,2019-10-18,Lightning-Irr,2746.92,2500,Graham,KS,2013,2019-03-04
P-5557-2019,2054,2019-05-26,2019-05-28,Wind-Irr,139200,1000,Hansford,TX,1999,2019-04-10
P-4052-2019,1640,2019-05-26,2019-05-28,Wind-Irr,41185.54,1000,Clay,NE,2010,2019-03-16
P-4470-2019,3577,2019-05-26,2019-05-28,Wind-Irr,131729.86,1000,Sherman,TX,1996,2018-10-20
P-4416-2019,2563,2019-05-26,2019-05-28,Wind-Irr,33603.14,5000,Ford,KS,2002,2018-09-27
P-3619-2019,2113,2019-05-26,2019-05-28,Wind-Irr,75631.09,1000,Gray,KS,2014,2019-01-09
P-1220-2019,4245,2019-05-26,2019-05-29,Wind-Irr,2865,1000,Lamb,TX,1988,2019-04-15
P-1442-2019,648,2019-05-26,2019-06-07,Wind-Irr,150000,1000,Hansford,TX,1996,2019-05-01
P-2691-2019,4727,2019-05-25,2019-05-28,Wind-Irr,44512.41,1000,Gray,KS,1995,2019-05-25
P-4062-2019,1285,2019-05-25,2019-05-28,Wind-Irr,65000,1000,Mason,IL,2003,2018-11-08
P-1382-2019,3202,2019-05-25,2019-05-28,Wind-Irr,45295.41,1000,Pawnee,KS,1998,2018-06-20
P-1601-2019,2413,2019-05-25,2019-05-28,Wind-Irr,70143.51,1000,Pawnee,KS,1984,2019-02-14
P-3716-2019,2802,2019-05-25,2019-05-28,Wind-Irr,50365.3,1000,Hodgeman,KS,2018,2018-06-08
P-1966-2019,4853,2019-05-25,2019-05-28,Wind-Irr,60367.62,1000,Hale,TX,2018,2019-01-17
P-3911-2019,1785,2019-05-25,2019-05-29,Wind-Irr,106690.66,1000,Floyd,TX,2009,2019-03-28
P-1938-2019,5032,2019-05-25,2019-06-25,Lightning-Irr,4938.27,1000,Hale,TX,0,2018-08-18
P-3033-2019,1905,2019-05-25,2019-07-12,Lightning-Irr,14848.57,1000,Hale,TX,1995,2019-05-09
P-3588-2019,1616,2019-05-24,2019-06-24,Hail-Irr,4679.15,1000,Keith,NE,1975,2018-08-17
P-359-2019,1566,2019-05-23,2019-05-24,Wind-Irr,44632.97,1000,Ford,KS,2016,2019-04-22
P-3453-2019,4984,2019-05-23,2019-05-24,Collision-Irr,17315.26,1000,null,null,null,2018-12-13
P-2132-2019,2030,2019-05-23,2019-05-30,Wind-Irr,5159.98,1000,Ford,KS,2016,2019-04-20
P-3769-2019,387,2019-05-23,2019-06-26,Lightning-Irr,2177.17,1000,Kearney,NE,2005,2019-04-22
P-180-2019,5329,2019-05-23,2019-08-06,Lightning-Irr,4372.22,2500,Kearney,NE,2011,2019-06-16
P-6-2019,3414,2019-05-23,2019-08-07,Lightning-Irr,1425,1000,Kearney,NE,1980,2019-03-21
P-915-2019,4670,2019-05-23,2019-10-07,Lightning-Irr,771.12,1000,Kearney,NE,1997,2018-11-02
P-3591-2019,75,2019-05-21,2019-05-22,Collapse-Irr,53227.7,2500,Briscoe,TX,1996,2018-08-07
P-1310-2019,4013,2019-05-21,2019-05-24,Wind-Irr,5347.45,1000,Lamb,TX,1993,2018-11-04
P-4298-2019,758,2019-05-21,2019-06-04,Wind-Irr,14088.15,1000,Briscoe,TX,1980,2019-05-01
P-2573-2019,4535,2019-05-20,2019-05-21,Wind-Irr,53936.31,5000,Lubbock,TX,1994,2019-05-19
P-3969-2019,4034,2019-05-20,2019-05-22,Wind-Irr,74225.87,1000,Lubbock,TX,2006,2018-12-01
P-17-2019,2635,2019-05-20,2019-05-23,Collision-Irr,5802.15,1000,Lamb,TX,1988,2018-06-01
P-1791-2019,4275,2019-05-20,2019-06-18,Lightning-Irr,2345.73,1000,Hamilton,NE,1996,2018-06-22
P-1151-2019,2585,2019-05-20,2019-06-24,Flood-Irr,2576.43,1000,Reno,KS,2014,2019-05-04
P-3639-2019,1556,2019-05-18,2019-07-09,Lightning-Irr,5988.77,1000,Sheridan,KS,1998,2018-12-30
P-2959-2019,1387,2019-05-17,2019-05-20,Wind-Irr,74415.71,1000,Dawson,NE,2004,2019-04-09
